,correlatoin,AAPL,MSFT,AMZN,GOOG,TSLA
3738,0.9697703069973249,25,30,45,0,0
4453,0.9697642796029228,35,0,40,5,20
1186,0.9697564531937984,5,40,10,40,5
4095,0.9697509963745495,30,15,10,35,10
2598,0.9697499766068123,15,45,10,15,15
3682,0.9697483167493998,25,25,45,0,5
4096,0.9697394289306872,30,15,10,40,5
4021,0.9697241681379015,30,10,10,45,5
1566,0.9697241196077181,10,20,10,25,35
3269,0.9697234438676823,25,0,10,40,25
3645,0.9697149308602331,25,25,10,25,15
724,0.9697056732290259,5,5,45,5,40
2704,0.9696938352658611,20,5,10,35,30
2265,0.9696850705224429,15,20,15,10,40
2722,0.9696805350046164,20,5,25,5,45
2035,0.9696735432540559,15,5,10,35,35
2934,0.9696663296070617,20,20,10,25,25
1297,0.9696520417594671,10,0,10,40,40
5064,0.9696500899847791,40,10,35,0,15
84,0.9696478514038568,0,10,10,35,45
3084,0.9696461511823862,20,30,10,40,0
4507,0.9696295691045818,35,5,25,5,30
3146,0.9696214525324667,20,35,10,35,0
3080,0.9696085863143472,20,30,10,20,20
2545,0.9695985701207201,15,40,10,15,20
5231,0.969578517981749,40,30,20,0,10
4166,0.9695777306519818,30,20,10,35,5
5512,0.9695716082020903,45,15,35,0,5
4642,0.9695630534417206,35,15,20,5,25
4848,0.9695465898073914,35,40,15,5,5
3648,0.9695454859927903,25,25,10,40,0
5468,0.9695437949890569,45,10,40,5,0
3399,0.9695437813674542,25,5,45,5,20
1546,0.9695428539569337,10,15,45,0,30
3356,0.9695357423568357,25,5,20,10,40
508,0.9695320827204887,0,40,10,15,35
5172,0.9695265139453876,40,20,40,0,0
4019,0.9695249379554872,30,10,10,35,15
4866,0.9695230406417781,35,45,15,5,0
3955,0.9695215128578603,30,5,20,10,35
1111,0.9695118257104245,5,35,10,45,5
1188,0.9695078827505859,5,40,15,0,40
3014,0.969498176056558,20,25,10,45,0
3761,0.9694966946888416,25,35,10,25,5
3710,0.9694715630701567,25,30,10,35,0
2549,0.9694529054785131,15,40,10,35,0
5254,0.9694516670122608,40,35,15,10,0
5451,0.969446346312878,45,10,20,10,15
3578,0.9694451017484924,25,20,10,45,0
2237,0.9694449179610164,15,15,45,0,25
3344,0.9694375977738253,25,5,10,35,25
2487,0.969433596106084,15,35,10,40,0
3198,0.9694154382041695,20,40,10,30,0
4920,0.9693814011079926,40,0,30,5,25
1354,0.9693791565807408,10,5,10,35,40
4753,0.9693770045807075,35,25,20,0,20
4170,0.9693693015406964,30,20,15,10,25
4165,0.9693631108195907,30,20,10,30,10
5545,0.9693524077494304,45,20,25,0,10
3239,0.9693512827808605,20,45,10,20,5
5322,0.9693452188872979,45,0,20,15,20
353,0.9693361996683735,0,30,10,20,40
875,0.9693279564051631,5,20,10,25,40
3805,0.969294851332279,25,40,15,0,20
2601,0.969292578093495,15,45,10,30,0
857,0.9692924893226338,5,15,45,0,35
5059,0.969289925576135,40,10,30,0,20
3383,0.9692820546166354,25,5,35,0,35
5229,0.9692802908821235,40,30,15,10,5
141,0.9692462052009119,0,15,10,30,45
2417,0.9692432961928866,15,30,10,45,0
2714,0.9692424756748016,20,5,20,10,45
4228,0.9692305097331267,30,25,10,30,5
2779,0.9692296415945969,20,10,10,30,30
3427,0.9692212067227735,25,10,15,15,35
3618,0.9692204091967986,25,20,45,0,10
3762,0.9692147095457413,25,35,10,30,0
2106,0.9692143316086684,15,10,10,30,35
3574,0.9692075141328055,25,20,10,25,20
1034,0.9692058512219222,5,30,15,5,45
3864,0.9692017719622276,30,0,10,40,20
4499,0.9691969968545284,35,5,20,10,30
4283,0.9691903702909701,30,30,15,5,20
1571,0.9691849003195755,10,20,15,10,45
2741,0.9691834620634587,20,5,35,0,40
5009,0.9691525170492046,40,5,45,10,0
4382,0.9691320412133918,30,45,15,0,10
4167,0.9691312954172432,30,20,10,40,0
2784,0.9691282251209836,20,10,15,15,40
4823,0.9691208974298191,35,35,15,5,10
5103,0.9691100754447957,40,15,15,15,15
1796,0.9691085523186183,10,35,10,15,30
3760,0.9690907753481109,25,35,10,20,10
634,0.9690907131011718,5,0,10,40,45
4094,0.969090451325987,30,15,10,30,15
4097,0.9690836419001604,30,15,10,45,0
5446,0.9690787483912177,45,10,15,20,10
3980,0.9690436722911403,30,5,35,0,30
2336,0.9690421527815786,15,25,10,20,30
5315,0.9690384380205902,45,0,15,25,15
3195,0.9690277364613435,20,40,10,15,15
2482,0.9690252718546614,15,35,10,15,25
3240,0.9690193460688791,20,45,10,25,0
4025,0.9690151757796736,30,10,15,15,30
4972,0.9690146515014827,40,5,15,20,20
4229,0.9690030674623147,30,25,10,35,0
2910,0.9689955902988142,20,15,45,0,20
5542,0.9689913001884501,45,20,20,5,10
3238,0.9689857879922035,20,45,10,15,10
5341,0.9689792558506181,45,0,35,5,15
4986,0.9689685725585826,40,5,25,5,25
1934,0.9689670306755644,10,45,10,35,0
3421,0.968964224009181,25,10,10,30,25
3707,0.9689481084318562,25,30,10,20,15
5572,0.9689460238693581,45,25,15,15,0
1643,0.9689332212139676,10,25,10,20,35
1419,0.9689207727445216,10,10,10,30,40
5113,0.9689199135676332,40,15,25,0,20
4598,0.9689168177397588,35,10,40,0,15
1872,0.9689090341147908,10,40,10,40,0
3941,0.9689030877655737,30,5,10,35,20
1105,0.968898312316863,5,35,10,15,35
4667,0.9688980252789269,35,15,45,5,0
72,0.9688972377362104,0,5,45,5,45
4408,0.9688844475481634,35,0,10,45,10
3009,0.9688617322523047,20,25,10,20,25
4486,0.9688431189252823,35,5,10,45,5
589,0.9688252270458783,0,45,10,40,5
3803,0.9688144149905262,25,40,10,20,5
681,0.9688137814889362,5,5,10,35,45
4561,0.968797302456742,35,10,10,40,5
4485,0.9687967164512261,35,5,10,40,10
515,0.9687803903417138,0,40,15,0,45
4227,0.9687801345194466,30,25,10,25,10
5125,0.9687743055971398,40,15,40,0,5
3804,0.9687661898297869,25,40,10,25,0
1929,0.9687647450437921,10,45,10,10,25
2068,0.968751409076749,15,5,35,0,45
1251,0.9687489044382471,5,45,10,10,30
2110,0.9687391705302343,15,10,15,15,45
5108,0.9687045438118117,40,15,20,5,20
190,0.9686980038648212,0,15,45,0,40
4281,0.9686903674190047,30,30,10,30,0
4280,0.9686891056771452,30,30,10,25,5
1802,0.9686817712087901,10,35,10,45,0
5196,0.9686687378296159,40,25,15,10,10
206,0.9686528608317974,0,20,10,25,45
4697,0.9686503750561027,35,20,15,10,20
3142,0.9686460607815355,20,35,10,15,20
3994,0.9686385139237175,30,5,45,5,15
4933,0.9686314172885356,40,0,40,5,15
5411,0.9685892696310262,45,5,40,5,5
5539,0.9685878243920478,45,20,15,15,5
4631,0.9685730730499654,35,15,10,35,5
2856,0.9685701204311392,20,15,10,25,30
5614,0.9685665925050985,45,35,20,0,0
2181,0.9685605034299896,15,15,10,25,35
4979,0.9685602765681269,40,5,20,10,25
514,0.9685507435140265,0,40,10,45,5
950,0.968537784132812,5,25,10,20,40
4560,0.9685296284517908,35,10,10,35,10
4566,0.9685079998601805,35,10,15,15,25
2597,0.968480517461401,15,45,10,10,20
4521,0.9684658259411904,35,5,35,0,25
4164,0.9684600843426766,30,20,10,25,15
4357,0.9684470506614377,30,40,15,0,15
583,0.9684357361926553,0,45,10,10,35
4939,0.9684345353183579,40,0,45,10,5
4018,0.9684163136436353,30,10,10,30,20
4562,0.968414247171518,35,10,10,45,0
4407,0.9684050727843069,35,0,10,40,15
4632,0.9684041859908026,35,15,10,40,0
430,0.9683977358737451,0,35,10,15,40
3644,0.9683898683862915,25,25,10,20,20
4603,0.9683870490837124,35,10,45,5,5
5335,0.9683810484676088,45,0,30,5,20
2750,0.9683649190090902,20,5,40,0,35
738,0.9683521360382288,5,10,10,30,45
2632,0.9683278026233093,20,0,10,35,35
3498,0.9682948797231296,25,15,10,25,25
2488,0.968293139345223,15,35,15,0,35
5199,0.9682876448290199,40,25,20,0,15
3147,0.9682827799279207,20,35,15,0,30
1490,0.9682685493216199,10,15,10,25,40
4790,0.9682509541044092,35,30,15,5,15
3268,0.9682470705791466,25,0,10,35,30
3391,0.9682430939533737,25,5,40,0,30
3016,0.9682211884843139,20,25,15,5,35
3588,0.9682190485541118,25,20,20,0,35
4694,0.9682167376121319,35,20,10,35,0
3548,0.9681929023636137,25,15,45,0,15
4323,0.9681845013330614,30,35,10,25,0
3272,0.9681710674416748,25,0,15,20,40
5464,0.968164998515015,45,10,35,0,10
4693,0.9681619243824761,35,20,10,30,5
3868,0.9681600903862058,30,0,15,20,35
3802,0.9681579034530556,25,40,10,15,10
2078,0.9681458882220935,15,5,40,0,40
1969,0.968134764446554,15,0,10,35,40
2949,0.9681344779850114,20,20,20,0,40
4257,0.9681270199042349,30,25,45,0,0
3837,0.968117184119171,25,45,10,20,0
3650,0.9681060419156506,25,25,15,5,30
4484,0.9680892698106816,35,5,10,35,15
4630,0.9680747312342465,35,15,10,30,10
1257,0.9680745760743276,5,45,10,40,0
5460,0.9680482221443442,45,10,30,0,15
2411,0.9680352565977647,15,30,10,15,30
2343,0.9680286398487218,15,25,15,5,40
4279,0.9679933977468792,30,30,10,20,10
1803,0.9679912753866847,10,35,15,0,40
4176,0.9679843599512226,30,20,20,0,30
5396,0.9679830414091088,45,5,25,5,20
3759,0.9679693049313032,25,35,10,15,15
3763,0.9679573246586392,25,35,15,0,25
5597,0.9679486262249101,45,30,20,0,5
2685,0.9679475718183095,20,0,45,5,30
1866,0.9679475612294715,10,40,10,10,30
4322,0.9679447898765732,30,35,10,20,5
2018,0.9679431103303673,15,0,45,5,35
1720,0.967931925610985,10,30,10,15,35
5384,0.9679244834715747,45,5,15,20,15
3836,0.967921758968897,25,45,10,15,5
3374,0.9679137776242558,25,5,30,0,40
3237,0.9678942968052002,20,45,10,10,15
2635,0.9678908716820565,20,0,15,20,45
3863,0.9678903957842053,30,0,10,35,25
3972,0.9678880120381189,30,5,30,0,35
5271,0.9678793159424279,40,40,15,5,0
277,0.9678594188251274,0,25,10,20,45
2544,0.9678554659226862,15,40,10,10,25
4412,0.967855356359817,35,0,15,20,30
3079,0.967845210055966,20,30,10,15,25
4746,0.9678433586986942,35,25,10,30,0
4201,0.9678321276250498,30,20,45,0,5
1187,0.9678157765698919,5,40,10,45,0
2703,0.9678007516766508,20,5,10,30,35
5497,0.9677990325435558,45,15,15,15,10
3987,0.9677774958339991,30,5,40,0,25
4865,0.967755025334609,35,45,15,0,5
1180,0.9677421521466404,5,40,10,10,35
2273,0.9677338610903236,15,20,20,0,45
4093,0.9677329959981432,30,15,10,25,20
3505,0.9677177122252517,25,15,15,10,35
3343,0.9677133807910432,25,5,10,30,30
2933,0.9677068054498057,20,20,10,20,30
2258,0.9677036259444991,15,20,10,20,35
5041,0.967698374145804,40,10,15,15,20
5505,0.9676974922997215,45,15,25,0,15
803,0.9676974921504916,5,15,10,25,45
4231,0.9676806965462931,30,25,15,5,25
1296,0.9676708025207204,10,0,10,35,45
3444,0.9676618224820686,25,10,25,0,40
5253,0.9676607819912237,40,35,15,5,5
4891,0.9676566894859951,40,0,10,45,5
4041,0.9676337998071805,30,10,25,0,35
2862,0.9676323499380751,20,15,15,10,40
4226,0.9676252446200024,30,25,10,20,15
5154,0.9676226307293595,40,20,15,10,15
3435,0.9676137117659628,25,10,20,5,40
2731,0.9676118495749169,20,5,30,0,45
5390,0.9676103265535994,45,5,20,10,20
2034,0.9676102573091849,15,5,10,30,40
3323,0.9676097623117973,25,0,45,5,25
1339,0.9675996792053208,10,0,45,5,40
1392,0.9675899638992534,10,5,40,0,45
4033,0.9675889905108892,30,10,20,5,35
4559,0.9675848750135179,35,10,10,30,15
4745,0.9675552631590665,35,25,10,25,5
4998,0.9675470788077007,40,5,35,0,20
4966,0.9675451354956094,40,5,10,40,5
1027,0.9675381100648576,5,30,10,15,40
5596,0.9675366252552323,45,30,15,10,0
5068,0.9675319199539926,40,10,40,0,10
1649,0.9675317517029262,10,25,15,5,45
4514,0.9675315092194984,35,5,30,0,30
5501,0.96752626404995,45,15,20,5,15
4100,0.9675002793059257,30,15,15,10,30
2161,0.9674779982223396,15,10,45,0,30
4356,0.967476700387437,30,40,10,20,0
3194,0.9674634254588753,20,40,10,10,20
4967,0.9674382476004042,40,5,10,45,0
4702,0.9674281209033921,35,20,20,0,25
4692,0.9674234931556559,35,20,10,25,10
3573,0.9674210771304758,25,20,10,20,25
1565,0.9674140989113841,10,20,10,20,40
4533,0.9673847704402787,35,5,45,5,10
1112,0.9673809336787934,5,35,15,0,45
2800,0.9673678750761227,20,10,25,0,45
5037,0.9673656719756928,40,10,10,40,0
3706,0.9673596705111481,25,30,10,15,20
1472,0.9673577430401418,10,10,45,0,35
3940,0.9673459371448581,30,5,10,30,25
4890,0.9673330092637928,40,0,10,40,10
2791,0.9673273590180217,20,10,20,5,45
4324,0.9673148018548621,30,35,15,0,20
4580,0.9672808494523519,35,10,25,0,30
4847,0.9672791223984051,35,40,15,0,10
4788,0.9672754120879943,35,30,10,25,0
4406,0.9672562982420893,35,0,10,35,20
4896,0.967255064137804,40,0,15,20,25
5036,0.9672537995364517,40,10,10,35,5
2834,0.9672510878350674,20,10,45,0,25
4573,0.9672503782408935,35,10,20,5,30
2186,0.9672471713438485,15,15,15,10,45
507,0.9672424756113741,0,40,10,10,40
5346,0.9671558032577492,45,0,40,5,10
1353,0.9671447999557466,10,5,10,30,45
5571,0.9671292467931474,45,25,15,10,5
5099,0.9671142816327063,40,15,10,35,0
2778,0.9670779316164184,20,10,10,25,35
4137,0.9670360319003849,30,15,45,0,10
3835,0.9670049928482968,25,45,10,10,10
5228,0.9669969627205222,40,30,15,5,10
4965,0.9669958268983999,40,5,10,35,10
4321,0.9669942023952428,30,35,10,15,10
4355,0.9669887975347318,30,40,10,15,5
3420,0.9669832348202553,25,10,10,25,30
4635,0.9669779014626593,35,15,15,10,25
4527,0.966966283794396,35,5,40,0,20
4748,0.9669435251091689,35,25,15,5,20
3918,0.966927443289162,30,0,45,5,20
669,0.9669216082162608,5,0,45,5,45
787,0.9668940723987531,5,10,45,0,40
2105,0.966890737295203,15,10,10,25,40
4629,0.9668834359627029,35,15,10,25,15
3884,0.9668831470693218,30,0,25,5,40
5573,0.9668726439005679,45,25,20,0,10
352,0.9668574549844082,0,30,10,15,45
4163,0.9668446378913973,30,20,10,20,20
4992,0.9668422190220504,40,5,30,0,25
874,0.9668415192924199,5,20,10,20,45
3348,0.9668250697498586,25,5,15,15,40
5514,0.9668096996984228,45,15,40,0,0
2481,0.9668085899090675,15,35,10,10,30
3946,0.9668057608630918,30,5,15,15,35
5098,0.9667742469702801,40,15,10,30,5
3801,0.9667698179849601,25,40,10,10,15
4429,0.966745514597049,35,0,25,5,35
4787,0.9667444383913811,35,30,10,20,5
1795,0.9667117051734293,10,35,10,10,35
3286,0.9667042487739872,25,0,25,5,45
4483,0.9666969271986998,35,5,10,30,20
5151,0.9666755949946512,40,20,10,30,0
3474,0.9666743511815767,25,10,45,0,20
3875,0.9666720965549939,30,0,20,10,40
590,0.9666483361449838,0,45,10,45,0
2335,0.9666352516551657,15,25,10,15,35
3008,0.9666312163893522,20,25,10,15,30
3141,0.9666081741438208,20,35,10,10,25
4017,0.9666044064532948,30,10,10,25,25
5053,0.9666009729636371,40,10,25,0,25
5047,0.966595952926184,40,10,20,5,25
5445,0.9665858357190926,45,10,15,15,15
4278,0.9665773198755101,30,30,10,15,15
4744,0.966567332790063,35,25,10,20,10
1928,0.9665593012696209,10,45,10,5,30
4381,0.9665581525105416,30,45,10,15,0
5072,0.9665557546721265,40,10,45,5,0
2707,0.9665494309024869,20,5,15,15,45
5158,0.9665489853761425,40,20,20,0,20
4420,0.9665409222686192,35,0,20,10,35
5351,0.9665196570487959,45,0,45,10,0
4821,0.9665041957602478,35,35,10,20,0
3278,0.9664975277437587,25,0,20,10,45
4490,0.9664888872148126,35,5,15,15,30
5035,0.9664696134489865,40,10,10,30,10
2596,0.9664575829025492,15,45,10,5,25
1418,0.9664246080240758,10,10,10,25,45
1250,0.9663596440355415,5,45,10,5,35
5314,0.9663582129777675,45,0,15,20,20
4822,0.9663541613016637,35,35,15,0,15
1642,0.9663490191037373,10,25,10,15,40
4889,0.9663440043646684,40,0,10,35,15
3643,0.9663343158092869,25,25,10,15,25
1104,0.9663204565393478,5,35,10,10,40
3085,0.9663105035276945,20,30,15,0,35
4912,0.9662887959041762,40,0,25,5,30
5406,0.966287064704749,45,5,35,0,15
5538,0.9662861935693637,45,20,15,10,10
3711,0.9661837725464123,25,30,15,0,30
5309,0.9661578429906161,45,0,10,45,0
2855,0.9661510034732854,20,15,10,20,35
5102,0.9661492791640532,40,15,15,10,20
2418,0.9661259444790122,15,30,15,0,40
3758,0.9661083209128895,25,35,10,10,20
4904,0.9661015664696562,40,0,20,10,30
5150,0.9660979667326837,40,20,10,25,5
126,0.9660917868496636,0,10,45,0,45
4722,0.9660887841543193,35,20,45,0,0
3305,0.9660838371609805,25,0,35,0,40
3267,0.9660759508473512,25,0,10,30,35
5282,0.9660576798102254,40,45,15,0,0
3902,0.9660539202340256,30,0,35,0,35
3236,0.9660520205437221,20,45,10,5,20
3497,0.9660482652040779,25,15,10,20,30
5193,0.9660410468074938,40,25,10,25,0
5379,0.9660181641366252,45,5,10,40,0
2631,0.9659887922141691,20,0,10,30,40
5308,0.9659859462703693,45,0,10,40,5
4691,0.9659764590289396,35,20,10,20,15
3580,0.9659749245115526,25,20,15,5,35
2180,0.9659679057543779,15,15,10,20,40
4558,0.9659399415968799,35,10,10,25,20
4459,0.9658994645565977,35,0,45,5,15
2940,0.96589810559717,20,20,15,5,40
5195,0.9658937941712694,40,25,15,5,15
5613,0.9658861080554638,45,35,15,5,0
3862,0.9658859591625591,30,0,10,30,30
4971,0.9658726364727395,40,5,15,15,25
582,0.9658618979933092,0,45,10,5,40
5401,0.9658191075027559,45,5,30,0,20
4380,0.9658123627152967,30,45,10,10,5
5003,0.9658087154616872,40,5,40,0,15
5467,0.9657988599345259,45,10,40,0,5
5270,0.9657915595942277,40,40,15,0,5
5008,0.9657832249352207,40,5,45,5,5
2665,0.9657822968169512,20,0,35,0,45
949,0.96577587212352,5,25,10,15,45
4354,0.9657738572367189,30,40,10,10,10
4964,0.9657655856493437,40,5,10,30,15
4067,0.9657462467474819,30,10,45,0,15
5097,0.9657459296666288,40,15,10,25,10
4169,0.9657452995448815,30,20,15,5,30
4282,0.9657432281807988,30,30,15,0,25
4225,0.965742731562143,30,25,10,15,20
4820,0.9657207737306029,35,35,10,15,5
5441,0.9656983308859042,45,10,10,35,0
4445,0.9656894534273025,35,0,35,0,30
4092,0.9656574198268492,30,15,10,20,25
429,0.9656385540189838,0,35,10,10,45
1727,0.9656334928570057,10,30,15,0,45
1968,0.9656271134440084,15,0,10,30,45
5450,0.9656247077060455,45,10,20,5,20
5378,0.9656231661897848,45,5,10,35,5
5455,0.9655931528238709,45,10,25,0,20
4666,0.9655253167259132,35,15,45,0,5
4846,0.9655209748969499,35,40,10,15,0
2264,0.9655178575486667,15,20,15,5,45
5328,0.9655113647226279,45,0,25,5,25
1489,0.9655019799171272,10,15,10,20,45
4786,0.9654976514769775,35,30,10,15,10
3513,0.9654354679264907,25,15,20,0,40
5595,0.9654291572779711,45,30,15,5,5
4405,0.96541688247054,35,0,10,30,25
4107,0.9653993103880775,30,15,20,0,35
3314,0.9653916307827458,25,0,40,0,35
2543,0.9653536355401596,15,40,10,5,30
5321,0.9653524575109445,45,0,20,10,25
2410,0.9653469530093322,15,30,10,10,35
5541,0.9653465686579521,45,20,20,0,15
3834,0.9653409875830457,25,45,10,5,15
3078,0.9653348940219347,20,30,10,10,30
4320,0.9653077133252115,30,35,10,10,15
2675,0.9653029871949912,20,0,40,0,40
3342,0.9652801885210228,25,5,10,25,35
1865,0.9652640787213881,10,40,10,5,35
3426,0.9652486122106286,25,10,15,10,40
4024,0.965220128607961,30,10,15,10,35
5192,0.9652164010240267,40,25,10,20,5
4696,0.9652070670082005,35,20,15,5,25
5226,0.9652020175553248,40,30,10,20,0
2702,0.9651979870866575,20,5,10,25,40
5493,0.965189937827337,45,15,10,30,0
2870,0.9651571340620654,20,15,20,0,45
5307,0.9651534559189177,45,0,10,35,10
3193,0.9651420848993066,20,40,10,5,25
3910,0.965141506458557,30,0,40,0,30
3939,0.9650812857392982,30,5,10,25,30
5252,0.9650752875994991,40,35,15,0,10
5440,0.9650709808569038,45,10,10,30,5
1719,0.9650649268100929,10,30,10,10,40
4641,0.9650458218352762,35,15,20,0,30
2087,0.9650403633599702,15,5,45,0,35
2758,0.9650306563087963,20,5,45,0,30
3705,0.9650261179333354,25,30,10,10,25
5496,0.965013977605068,45,15,15,10,15
2932,0.9650116244716853,20,20,10,15,35
5034,0.9649890855180423,40,10,10,25,15
4926,0.9649883626159216,40,0,35,0,25
4789,0.9649872459929549,35,30,15,0,20
2783,0.9649784929536126,20,10,15,10,45
4628,0.9649769533965772,35,15,10,20,20
5383,0.9649560189750829,45,5,15,15,20
3572,0.9649001017073243,25,20,10,15,30
4565,0.9648903953916086,35,10,15,10,30
2007,0.9648791065130111,15,0,40,0,45
1179,0.9648763916019322,5,40,10,5,40
4743,0.9648554420849293,35,25,10,15,15
2033,0.9648373564803988,15,5,10,25,45
2257,0.9648334596791461,15,20,10,15,40
5149,0.9648162977824782,40,20,10,20,10
1402,0.9647078684407696,10,5,45,0,40
3398,0.9646754296653921,25,5,45,0,25
4888,0.9646674988173634,40,0,10,30,20
3954,0.9646635114895148,30,5,20,5,40
3800,0.9646272713393563,25,40,10,5,20
4482,0.9645993199198154,35,5,10,25,25
3893,0.9645866328841167,30,0,30,0,40
5377,0.9645518845365215,45,5,10,30,10
4452,0.9645501239930578,35,0,40,0,25
5570,0.964531674609788,45,25,15,5,10
4938,0.9645257803345841,40,0,45,5,10
4498,0.9645203893873495,35,5,20,5,35
3355,0.9644974195114426,25,5,20,5,45
4162,0.9644965921331008,30,20,10,15,25
1026,0.9644922244558463,5,30,10,10,45
5535,0.9644845065908539,45,20,10,25,0
4845,0.964475602866507,35,40,10,10,5
3963,0.9644734784996518,30,5,25,0,40
4602,0.9644663722060611,35,10,45,0,10
4437,0.9644353482162069,35,0,30,0,35
4277,0.9644187938822624,30,30,10,10,20
3295,0.9644125308215026,25,0,30,0,45
5107,0.9643730797201174,40,15,20,0,25
1564,0.9643686643893101,10,20,10,15,45
5153,0.9643589357665384,40,20,15,5,20
4379,0.9643237162357985,30,45,10,5,10
4506,0.9643224458787057,35,5,25,0,35
5492,0.964320976255308,45,15,10,25,5
4864,0.9643170170510748,35,45,10,10,0
5410,0.9643051594837442,45,5,40,0,10
3364,0.9643046835055158,25,5,25,0,45
3419,0.9642793978534749,25,10,10,20,35
5040,0.9642575921363696,40,10,15,10,25
947,0.9642423162981062,5,25,5,40,25
4819,0.9642058688784969,35,35,10,10,10
2777,0.9642029214172613,20,10,10,20,40
3867,0.9642006018734621,30,0,15,15,40
506,0.9641943460379859,0,40,10,5,45
1023,0.9641689874952954,5,30,5,35,25
5251,0.9641498659122537,40,35,10,15,0
873,0.9641496748803606,5,20,5,45,25
275,0.9641280476357966,0,25,5,40,30
5225,0.9641209779926554,40,30,10,15,5
350,0.9641107922208448,0,30,5,40,25
1639,0.9640935964814087,10,25,5,40,20
426,0.9640807513506107,0,35,5,35,25
1562,0.9640743673336309,10,20,5,40,25
4016,0.9640709003180933,30,10,10,20,30
4411,0.9640696071474582,35,0,15,15,35
4978,0.9640655978242995,40,5,20,5,30
349,0.9640567299687965,0,30,5,35,30
1024,0.9640548304915638,5,30,5,40,20
872,0.9640531299141677,5,20,5,40,30
3271,0.9640381423133161,25,0,15,15,45
723,0.9640375408349411,5,5,45,0,45
205,0.9640339950687039,0,20,5,45,30
1488,0.9640283478690491,10,15,5,45,25
1100,0.9640201499565041,5,35,5,35,20
